regex
La discussion générale est close.
De algemene bespreking is gesloten.
La discussion générale est ouverte.
De algemene bespreking is geopend.
[0-9][0-9] Samengevoegde vragen van
[0-9][0-9] Questions jointes de
Het incident is gesloten.
L'incident est clos.
Dit verslag heeft geen bijlage
Ce compte rendu n'a pas d'annexe
